mag_r,u-g,g-r,r-i,i-z,z_spec
18.17392,1.372936,1.54393,0.563122,0.387035,0.312832
20.05632,1.419865,1.530725,0.749763,0.302217,0.359795
18.82403,2.068872,1.747959,0.562582,0.265455,0.281341
18.372759,1.638708,1.65597,0.62649,0.298241,0.321481
18.283989,1.909464,1.408415,0.569437,0.362907,0.272112
19.912235,2.114353,1.396488,0.605579,0.326635,0.284668
17.78299,1.915449,1.306093,0.489941,0.349159,0.209898
18.432217,1.908829,1.712282,0.577423,0.376705,0.344572
18.699345,1.300282,1.60548,0.55394,0.320385,0.31887
19.332726,1.143921,1.498342,0.555044,0.370802,0.257852
19.072437,1.655047,1.666113,0.683224,0.400494,0.367274
18.097645,1.594088,1.306707,0.582165,0.418507,0.257604
19.195829,1.451546,1.774456,0.617443,0.36079,0.373238
19.102999,1.735485,1.683701,0.645721,0.357054,0.395654
17.921707,1.849304,1.7117,0.595106,0.366159,0.371787
18.853853,1.39209,1.704338,0.626541,0.373596,0.369905
18.903971,1.889814,1.707701,0.632223,0.446459,0.358015
17.632996,1.796202,1.278519,0.510824,0.305542,0.223229
19.740725,1.93428,1.661537,0.799427,0.297251,0.475193
18.689655,1.844337,1.610855,0.576591,0.314922,0.307284
19.014196,1.737947,1.645466,0.721083,0.329088,0.481673
18.682724,1.535311,1.592871,0.575815,0.360189,0.332016
18.429184,1.704224,1.578928,0.561895,0.303038,0.317582
18.426153,2.072653,1.508965,0.566423,0.366957,0.262915
18.054203,1.885504,1.521139,0.557451,0.3528,0.259829
18.721735,2.071981,1.652325,0.615997,0.342575,0.340132
20.055824,1.504259,1.239889,0.444633,0.277466,0.216338
18.448776,1.859728,1.669582,0.552795,0.322248,0.320852
17.904709,1.89461,1.412899,0.532034,0.315573,0.249155
18.043388,1.853014,1.415974,0.540161,0.373621,0.270481
18.922878,1.711395,1.682003,0.688673,0.471981,0.422255
20.305599,1.14065,1.412764,0.767481,0.382572,0.470456
17.467678,2.140144,1.243107,0.490685,0.296791,0.188277
18.552347,1.861183,1.73106,0.663095,0.419306,0.391982
18.775553,1.500931,1.6565,0.552176,0.355276,0.339918
17.54291,1.567768,1.250748,0.486826,0.328869,0.201407
20.148726,1.876959,1.667393,0.573307,0.467957,0.359374
20.172899,1.798489,1.618326,0.763309,0.481295,0.457641
16.780813,1.920654,1.207249,0.466185,0.352301,0.177914
19.363472,1.703714,1.802925,0.794792,0.379425,0.470901
19.589443,1.065243,1.72222,0.678499,0.435804,0.413094
17.197485,2.19499,1.275312,0.485189,0.349609,0.194747
17.808308,1.556213,1.457893,0.522169,0.369152,0.283554
19.100924,1.129921,1.795061,0.571846,0.409555,0.35415
18.799021,1.255877,1.732439,0.61599,0.366852,0.354691
18.558432,1.569172,1.567116,0.567417,0.430277,0.334138
18.460913,1.573008,1.788389,0.619419,0.395826,0.318921
18.365223,1.460409,1.400372,0.629593,0.436085,0.274644
17.231171,1.859619,1.274115,0.477148,0.353237,0.191043
18.802843,1.566534,1.690317,0.596819,0.327026,0.356628
19.000751,1.907595,1.815445,0.674299,0.453983,0.365407
19.910118,1.348301,1.692928,0.769928,0.450081,0.455914
17.58732,1.857899,1.200254,0.501936,0.385233,0.158966
18.409439,1.819281,1.494755,0.550167,0.329542,0.291726
19.580116,1.142361,1.803539,0.754368,0.346842,0.446363
18.322742,1.97805,1.781748,0.618011,0.333109,0.340248
19.007252,1.02879,1.669517,0.776106,0.494143,0.459775
18.107302,1.971031,1.527275,0.578505,0.324697,0.282847
18.423656,2.112959,1.532003,0.542912,0.346048,0.286136
17.342842,1.350987,1.327171,0.527216,0.326397,0.284918
19.04743,1.560928,1.653475,0.625805,0.344517,0.353132
16.852547,1.865601,1.230633,0.505692,0.355961,0.169574
17.757402,1.821568,1.342789,0.477116,0.362997,0.213261
18.998549,1.479141,1.742855,0.676207,0.356474,0.401735
18.493942,1.523882,1.578817,0.634712,0.344017,0.2697
17.267157,2.030529,1.35471,0.5037,0.385736,0.211003
17.016317,1.731419,1.353531,0.518034,0.355135,0.218938
18.881741,1.922617,1.58248,0.657467,0.42494,0.344322
18.82016,1.49815,1.646513,0.585743,0.450172,0.34595
18.320911,1.340536,1.498457,0.55603,0.282352,0.286289
17.292938,1.872145,1.804716,0.575869,0.383877,0.343301
19.239452,1.614073,1.645258,0.655006,0.278894,0.377471
18.649773,1.819983,1.689947,0.604301,0.33091,0.342986
18.937899,1.536366,1.627358,0.613104,0.423513,0.428292
17.660242,2.057564,1.26351,0.475546,0.343283,0.207074
18.529009,1.817614,1.485714,0.57509,0.309124,0.290567
19.406704,1.753796,1.894362,0.702036,0.409252,0.410094
16.57892,1.939056,1.338846,0.500111,0.331451,0.206547
18.255867,1.915161,1.69112,0.604855,0.341965,0.372621
18.914009,1.276014,1.744373,0.584816,0.415613,0.333643
18.274082,1.538818,1.624495,0.566004,0.263338,0.262921
18.407751,1.706345,1.554012,0.540199,0.365265,0.281761
17.641882,1.793497,1.257751,0.516537,0.315849,0.188909
19.236851,1.495972,1.660158,0.757124,0.475046,0.443797
16.785887,1.811703,1.455521,0.523129,0.328488,0.249646
17.528137,2.089054,1.390097,0.500126,0.310751,0.228926
18.37923,1.924643,1.601854,0.558796,0.387352,0.316746
19.047064,1.749948,1.737358,0.585999,0.413523,0.339634
17.750271,1.747641,1.468681,0.580807,0.304935,0.257518
19.171709,1.523558,1.838978,0.703363,0.350719,0.374557
17.622238,1.920801,1.238876,0.516279,0.322334,0.174247
18.379948,1.741678,1.695604,0.588015,0.31748,0.299374
19.164951,1.689062,1.716541,0.652767,0.313263,0.35637
16.912964,1.859343,1.276457,0.527269,0.362551,0.180458
17.807076,1.674727,1.846119,0.681595,0.313402,0.374443
17.86762,1.860018,1.495499,0.517052,0.294529,0.249683
20.173588,1.331827,1.426727,0.730326,0.307079,0.338669
17.684561,1.793508,1.344328,0.546066,0.409904,0.17743
17.018707,1.994297,1.297079,0.508389,0.376524,0.18413
19.879822,1.161604,1.294485,0.733421,0.429752,0.497517
19.560844,1.488989,1.628019,0.754494,0.468716,0.412739
18.023825,1.611973,1.499556,0.526964,0.301216,0.260169
17.535807,2.033625,1.419159,0.51058,0.333841,0.23539
18.561413,1.765108,1.528206,0.564362,0.322891,0.262161
19.504576,1.828161,1.884769,0.706688,0.224915,0.458742
18.389847,2.183117,1.626551,0.587252,0.410046,0.301531
18.962328,1.680586,1.681801,0.62801,0.305704,0.402792
17.745564,1.831957,1.273956,0.538975,0.422646,0.191587
19.81945,1.540588,1.275145,0.728584,0.426254,0.629624
19.461996,1.22784,1.821012,0.668049,0.429047,0.343085
16.473774,2.061739,1.244215,0.484678,0.354244,0.165765
17.329712,1.712545,1.212952,0.452543,0.354774,0.16465
18.397758,1.973612,1.743742,0.576738,0.364967,0.327339
17.8561,1.933435,1.426764,0.524567,0.332356,0.245288
17.767649,1.412149,1.36364,0.509718,0.388355,0.262389
17.590103,1.974009,1.245382,0.52384,0.342344,0.221556
17.485968,1.729126,1.429422,0.547903,0.357042,0.214735
19.5086,1.623981,1.910961,0.678761,0.413786,0.397479
18.263605,1.463001,1.729752,0.603588,0.452284,0.373077
19.309435,1.783829,1.660576,0.688354,0.40453,0.375129
17.283079,1.8584,1.369497,0.468803,0.338736,0.219528
17.795794,2.040556,1.326565,0.505524,0.339409,0.216599
16.829556,1.916368,1.200983,0.523638,0.349313,0.169543
18.235582,1.740269,1.791149,0.576693,0.402842,0.340005
19.469305,1.487394,1.83864,0.61788,0.363369,0.346295
17.693066,2.130814,1.242659,0.496922,0.33445,0.207926
19.166962,1.674967,1.898472,0.625628,0.341717,0.396292
20.297894,2.094149,1.600817,0.789509,0.373928,0.496056
19.161732,1.207647,1.612926,0.678801,0.377777,0.394015
19.07769,2.032028,1.534605,0.74353,0.43626,0.393026
18.090996,2.106735,1.548948,0.52816,0.276157,0.288122
18.640675,1.780828,1.621962,0.599243,0.290796,0.34704
17.155657,1.929617,1.240063,0.465771,0.356981,0.182027
18.919746,1.256588,1.494038,0.679487,0.331104,0.403981
18.236908,1.752302,1.43531,0.584782,0.376089,0.281253
18.978287,1.338051,1.867901,0.514227,0.399055,0.30556
18.275473,1.672062,1.754053,0.57794,0.357986,0.361409
18.463793,1.267944,1.645744,0.540638,0.298683,0.287883
18.31159,1.63039,1.69301,0.554893,0.375824,0.333064
20.349918,1.99058,1.552982,0.775496,0.401562,0.447697
19.125933,2.033716,1.626753,0.714472,0.458599,0.380788
18.037056,1.71488,1.396122,0.579824,0.375273,0.228374
17.82155,1.623634,1.418772,0.493818,0.329794,0.226483
19.037592,1.774447,1.700672,0.605536,0.292459,0.321532
18.087875,1.844269,1.489075,0.491396,0.342035,0.26286
17.814449,1.625822,1.31971,0.537016,0.342575,0.224612
19.199612,1.803604,1.639593,0.660702,0.348412,0.403317
19.406698,2.152092,1.575077,0.774933,0.434275,0.451923
19.784067,2.098358,1.473402,0.775967,0.499748,0.439888
17.599873,2.129097,1.299168,0.499453,0.289005,0.20951
17.592812,1.925827,1.315918,0.480198,0.339483,0.210714
17.792625,1.98185,1.508629,0.549419,0.384083,0.292697
19.355055,2.031876,1.898819,0.724386,0.462042,0.40241
19.629789,1.814304,1.862848,0.732159,0.429783,0.355404
18.408754,1.611385,1.454473,0.560404,0.391275,0.270827
18.703161,1.576862,1.589264,0.622375,0.413408,0.381725
17.343943,1.7631,1.202019,0.498009,0.329071,0.201201
18.51115,1.745518,1.670984,0.525391,0.356197,0.319171
17.878038,1.895853,1.343983,0.476984,0.338392,0.214205
19.570435,1.617022,1.465017,0.733603,0.410442,0.431897
18.627264,1.932161,1.656136,0.601835,0.34757,0.371845
18.924995,1.442673,1.670139,0.595587,0.355352,0.302501
17.746447,1.662008,1.387686,0.495306,0.304285,0.238484
17.273872,1.900919,1.25771,0.479063,0.344206,0.176087
17.383684,1.993179,1.583843,0.542826,0.333622,0.265044
17.287645,1.80842,1.500996,0.54143,0.321136,0.264092
17.643848,2.16272,1.322704,0.483372,0.28355,0.198543
18.960339,1.866884,1.836168,0.673214,0.417892,0.403307
18.277803,2.048889,1.407701,0.557833,0.396708,0.261404
19.116436,1.828329,1.774004,0.552128,0.471176,0.361296
20.295059,2.153088,1.482616,0.750029,0.434599,0.470006
18.745476,1.510626,1.609304,0.572971,0.394941,0.323542
19.07114,2.100803,1.975954,0.599655,0.418674,0.370395
18.759239,2.105259,1.606073,0.723516,0.34977,0.398875
18.639919,1.435722,1.684282,0.570415,0.372034,0.338098
18.187462,2.061516,1.483477,0.557766,0.359739,0.312376
17.801058,2.130857,1.369318,0.526154,0.330027,0.275239
18.432114,1.515135,1.675419,0.597092,0.40111,0.327846
18.595303,1.615143,1.83638,0.566015,0.421511,0.386624
19.776186,1.290104,1.398663,0.739338,0.26672,0.433377
19.358837,1.749661,1.80126,0.704475,0.407274,0.408983
20.024542,1.896772,1.253473,0.72352,0.285038,0.291052
18.576906,1.614681,1.506838,0.591396,0.396011,0.296399
20.44558,1.254246,1.759659,0.773283,0.47966,0.559122
20.028557,1.105028,1.629114,0.754301,0.319057,0.426706
16.578793,2.15859,1.219101,0.468586,0.365781,0.173192
16.786697,1.882332,1.291115,0.455822,0.337746,0.201551
17.378071,1.795324,1.462149,0.528122,0.370531,0.243083
18.632532,1.432814,1.707983,0.631079,0.341207,0.368753
16.402243,1.961924,1.257511,0.502951,0.327257,0.1805
19.509962,1.446623,1.656149,0.767956,0.409283,0.41771
19.906034,1.13662,1.345428,0.724354,0.400824,0.496531
19.079706,1.344078,1.643156,0.644545,0.389612,0.331547
19.012541,1.284674,1.479383,0.700211,0.481752,0.289
18.899206,1.049969,1.655911,0.618299,0.475388,0.33575
18.370628,1.890242,1.623924,0.567684,0.39156,0.308366
19.35257,1.807943,1.698452,0.628281,0.339241,0.336475
18.968361,1.908278,1.771111,0.607349,0.354816,0.338482
17.289471,1.727354,1.281937,0.538975,0.380184,0.155732
18.635111,1.327736,1.668043,0.551208,0.372202,0.309877
19.118645,1.179398,1.747908,0.67244,0.358841,0.39531
19.581776,1.409489,1.493446,0.756863,0.415934,0.463148
18.468004,1.773718,1.565624,0.554226,0.385986,0.309575
19.218578,1.177542,1.781853,0.614298,0.376463,0.318285
19.384096,1.67729,1.629177,0.748552,0.387075,0.345048
20.103472,1.511885,1.614174,0.764324,0.405369,0.32511
19.91029,2.158573,1.44989,0.64422,0.40896,0.442906
19.075008,1.604626,1.560652,0.572041,0.328537,0.321745
19.274626,2.12281,1.920517,0.608568,0.418661,0.3754
20.296688,1.82645,1.574558,0.769327,0.472775,0.456734
18.965025,1.336348,1.753668,0.634161,0.327065,0.33826
20.166023,1.79468,1.307678,0.797823,0.363535,0.420411
19.381449,1.667065,1.748451,0.712383,0.468462,0.435545
18.59938,1.680992,1.59411,0.550407,0.383114,0.350431
19.114817,1.841148,1.921661,0.712973,0.366062,0.427399
19.072906,1.630993,1.725462,0.59576,0.491241,0.382
18.151375,2.108286,1.568745,0.567244,0.339869,0.293441
18.952295,2.069899,1.766216,0.654385,0.484386,0.408203
17.94379,1.871277,1.544258,0.510113,0.376795,0.2669
17.680986,1.821255,1.348185,0.489426,0.329294,0.236247
17.456181,1.757063,1.213726,0.468809,0.332153,0.190574
18.472288,1.579342,1.66802,0.582897,0.443729,0.308193
19.162792,1.420359,1.696438,0.659315,0.443087,0.384612
19.14279,1.529959,1.971275,0.705191,0.437681,0.376375
18.015293,1.557011,1.537567,0.516228,0.321838,0.284749
17.893476,1.483248,1.336346,0.510777,0.358143,0.260198
18.289747,1.597984,1.586878,0.519558,0.399879,0.27736
18.316551,1.638723,1.470106,0.531672,0.368185,0.275349
19.199192,2.082289,1.866421,0.590729,0.490845,0.390795
19.322262,1.793289,1.76889,0.624992,0.394966,0.378822
18.475946,1.849062,1.615732,0.560076,0.371822,0.31165
17.958641,1.748499,1.313335,0.558743,0.359552,0.23148
19.320826,2.133409,1.565517,0.789686,0.425373,0.563833
17.430016,1.825279,1.306049,0.488691,0.322996,0.213615
18.296732,1.834454,1.496771,0.564613,0.376438,0.294918
18.949915,1.814465,1.670672,0.599138,0.322207,0.337013
18.087944,1.362417,1.527557,0.511347,0.381752,0.394816
19.504417,1.617102,1.741783,0.670527,0.362133,0.391755
19.021057,1.923477,1.647812,0.623516,0.420254,0.406118
17.910761,1.319164,1.534834,0.57613,0.372477,0.32296
18.106157,1.406803,1.779287,0.591385,0.35734,0.319127
18.665575,2.085262,1.673775,0.535242,0.357235,0.320177
17.677078,2.01602,1.270451,0.486628,0.382305,0.193248
18.414106,1.774433,1.640463,0.600414,0.391672,0.319682
18.034185,1.562506,1.569964,0.560816,0.279184,0.308659
18.319067,1.690346,1.668091,0.515457,0.355017,0.31277
18.037558,1.764811,1.388189,0.532694,0.390503,0.324525
19.262587,2.074612,1.888174,0.653442,0.410324,0.425161
18.39073,1.744255,1.443966,0.572489,0.337444,0.271864
18.756985,2.135168,1.650665,0.560226,0.317381,0.357007
18.552673,1.661072,1.771707,0.577112,0.371794,0.327907
18.072983,1.624996,1.74349,0.588036,0.361557,0.316162
18.9774,1.564869,1.596895,0.662262,0.439119,0.286696
18.714102,2.07893,1.629492,0.536413,0.385881,0.316792
17.689501,2.016804,1.237276,0.507664,0.346371,0.178853
17.691336,1.919386,1.390459,0.474947,0.363527,0.234598
19.51277,1.980709,1.830118,0.620207,0.465982,0.395438
18.0791,1.294899,1.565594,0.582634,0.423958,0.305988
18.597178,1.805321,1.566454,0.557362,0.354616,0.280641
18.742249,1.411739,1.770834,0.64945,0.362406,0.358661
19.277815,1.140621,1.681623,0.748543,0.428072,0.433913
18.463369,2.156483,1.770405,0.629709,0.426468,0.363829
20.102808,1.73052,1.501175,0.74687,0.205971,0.466599
19.93243,1.135349,1.421639,0.761711,0.419943,0.316949
18.701311,1.429544,1.526804,0.624258,0.333986,0.339133
19.796997,1.296204,1.568428,0.776052,0.446442,0.458805
18.784842,1.027533,1.515013,0.6252,0.445953,0.372589
18.653376,1.195412,1.634539,0.781424,0.466043,0.44445
17.444977,2.014545,1.258139,0.517067,0.331991,0.215259
18.207718,2.040127,1.746441,0.620258,0.419491,0.372204
17.854025,2.11933,1.779377,0.447237,0.339575,0.128867
18.793016,1.419787,1.363615,0.716429,0.475031,0.430681
18.269632,1.745935,1.485598,0.566536,0.382246,0.268714
18.161917,1.655447,1.504339,0.511402,0.367708,0.270734
18.677475,1.744654,1.51333,0.606674,0.318361,0.278586
18.762497,1.434378,1.60977,0.562677,0.367184,0.397244
17.526915,2.188856,1.262629,0.505716,0.3585,0.171934
19.80732,1.608063,1.674454,0.783697,0.434408,0.47944
20.028835,2.130512,1.701517,0.765888,0.490118,0.416026
17.783442,2.118065,1.468626,0.543255,0.368469,0.247003
18.671368,1.721703,1.689425,0.568598,0.381363,0.346917
20.293837,1.967165,1.769974,0.797827,0.312424,0.445597
19.737158,1.054668,1.770101,0.787107,0.487762,0.454047
18.436388,1.983137,1.698801,0.606323,0.330885,0.324934
18.179897,2.07004,1.69887,0.603142,0.337313,0.32507
17.492136,1.752398,1.279568,0.473961,0.366817,0.192852
18.175312,1.660522,1.390158,0.481062,0.339745,0.207749
17.769814,2.056671,1.514021,0.533369,0.327915,0.267489
17.928806,1.69928,1.591555,0.571135,0.359739,0.291307
18.504343,1.761129,1.791363,0.618582,0.336882,0.344915
17.624872,1.827074,1.343363,0.47645,0.312447,0.241562
18.241756,1.861942,1.369757,0.612904,0.348772,0.301307
18.648794,1.868916,1.55934,0.572603,0.382175,0.283456
17.631927,1.929117,1.42561,0.496902,0.298519,0.243205
19.378992,1.141697,1.697365,0.722267,0.408651,0.462348
17.976841,1.947418,1.641203,0.537104,0.339815,0.29943
18.690435,1.849987,1.554705,0.580244,0.296843,0.27145
19.273249,1.597393,1.816128,0.64028,0.404293,0.329301
17.709139,1.774246,1.568165,0.646423,0.436026,0.327837
18.523178,2.17042,1.548506,0.592495,0.378384,0.286393
18.450661,1.766827,1.485529,0.620201,0.430275,0.306142
20.293375,1.468411,1.887932,0.791428,0.452404,0.471011
17.751701,1.63471,1.523514,0.545408,0.375181,0.282352
18.331469,1.823666,1.408228,0.568104,0.352074,0.298047
18.811382,1.647413,1.630014,0.622124,0.34239,0.309351
17.883486,2.110794,1.378008,0.482189,0.355202,0.224811
18.982147,2.135935,1.696472,0.62635,0.348251,0.387157
18.146267,1.971687,1.62742,0.582214,0.300791,0.310856
18.763845,1.429688,1.715866,0.594891,0.351194,0.31108
18.355087,1.679914,1.434704,0.528303,0.336721,0.230988
18.940132,1.661901,1.732412,0.594749,0.359541,0.351917
18.484053,1.167578,1.511286,0.581148,0.389336,0.286277
18.255161,1.58806,1.538733,0.581984,0.352493,0.297649
17.621412,1.849859,1.381039,0.46839,0.368757,0.220273
19.53965,2.152576,1.779427,0.711508,0.379942,0.404347
17.808615,2.052008,1.641163,0.565531,0.378843,0.31694
18.003681,2.069983,1.656782,0.581951,0.326403,0.317904
19.502605,1.662705,1.894705,0.732384,0.417576,0.440962
18.682138,1.981787,1.504377,0.609312,0.428371,0.256611
17.920855,1.644089,1.39529,0.483122,0.302935,0.246137
17.636251,1.707752,1.359367,0.490761,0.346582,0.235853
19.243423,1.964645,1.688591,0.663826,0.413679,0.441121
18.358648,1.8641,1.507021,0.546595,0.326187,0.285066
20.148649,1.330589,1.472099,0.738974,0.303024,0.409849
20.514681,2.143156,1.50695,0.772055,0.370901,0.455086
19.436407,1.059702,1.886061,0.62541,0.31846,0.342461
17.291071,2.1022,1.345501,0.485273,0.322617,0.213142
17.710228,1.882568,1.351614,0.549646,0.367569,0.206399
18.55456,1.679155,1.693127,0.604334,0.342621,0.36821
20.430611,1.542042,1.548039,0.779789,0.33672,0.505965
18.658163,1.636721,1.656771,0.546804,0.334137,0.322711
19.135366,1.291208,1.723823,0.615042,0.311949,0.358691
17.704575,2.111263,1.38862,0.482254,0.359497,0.211478
17.934566,1.965195,1.373074,0.564421,0.381826,0.227488
18.344135,1.481424,1.550537,0.589581,0.333376,0.296366
18.444157,1.344919,1.554775,0.608593,0.407478,0.277456
18.398422,1.378357,1.721113,0.56971,0.394775,0.317042
17.199591,2.011265,1.310595,0.519699,0.337391,0.202863
18.847849,1.688606,1.668221,0.585455,0.34157,0.317956
18.689476,1.247253,1.70754,0.603102,0.370733,0.343401
19.489635,1.600695,1.879593,0.716307,0.340534,0.331757
19.517611,1.589352,1.859251,0.674583,0.381887,0.403958
20.092691,1.045132,1.666132,0.766253,0.471148,0.452632
17.709276,1.985825,1.20579,0.522932,0.354033,0.159517
19.355099,2.07897,1.739002,0.669577,0.322964,0.387478
18.955748,1.931494,1.716759,0.76391,0.412334,0.441374
18.467232,1.749434,1.659161,0.575644,0.375984,0.328246
19.035336,1.746244,1.693783,0.596594,0.346262,0.330046
17.753824,1.400229,1.396294,0.546375,0.4084,0.260929
19.391512,1.584,1.756073,0.755899,0.401569,0.447442
18.513182,1.709928,1.548847,0.581697,0.389687,0.295926
17.910696,1.665331,1.398056,0.533972,0.375986,0.239177
19.165215,2.013374,1.730433,0.61594,0.335766,0.325636
19.115303,1.659391,1.916197,0.59317,0.389788,0.353319
18.527176,1.775826,1.719158,0.681801,0.349861,0.407021
19.022753,1.276966,1.627783,0.691525,0.374094,0.407031
18.006979,2.147667,1.478569,0.563997,0.298859,0.277833
17.199652,1.991917,1.271132,0.474636,0.343876,0.191731
18.58514,1.367521,1.581623,0.573355,0.321667,0.378094
19.247797,1.6084,1.629713,0.684277,0.43899,0.403572
17.409262,1.7216,1.213501,0.549221,0.420206,0.159879
17.893816,2.086643,1.401796,0.521479,0.329914,0.252541
18.690035,2.002678,1.68309,0.618101,0.355743,0.32065
19.278008,1.1548,1.751551,0.756079,0.443138,0.461836
17.707827,2.022448,1.336189,0.489523,0.315407,0.196427
19.089602,1.379528,1.684015,0.669849,0.323833,0.388342
17.508421,1.990194,1.206513,0.474613,0.327404,0.187003
17.685982,1.908382,1.665342,0.574959,0.358391,0.303885
19.969721,1.084255,1.291216,0.716249,0.337914,0.504223
18.119577,1.975102,1.455936,0.526531,0.337942,0.251127
19.23769,1.185316,1.711166,0.644876,0.348791,0.392733
19.196491,1.536201,1.785265,0.56341,0.32625,0.425459
17.323061,1.753342,1.495337,0.506092,0.31657,0.257503
17.347216,2.051214,1.310577,0.523497,0.381731,0.167183
18.119345,1.775976,1.599745,0.530252,0.299179,0.297531
18.718647,1.160355,1.707102,0.601498,0.30905,0.329621
17.878712,2.133089,1.661323,0.55945,0.383751,0.315501
18.173286,1.816523,1.466278,0.504377,0.353008,0.253313
17.124931,1.989134,1.390556,0.494253,0.341677,0.218248
17.489521,2.051807,1.292326,0.471802,0.306808,0.195184
17.825794,2.007442,1.457785,0.506554,0.37524,0.251809
19.971514,1.759247,1.657356,0.766647,0.424675,0.430105
17.602514,1.815376,1.205284,0.436239,0.333784,0.17567
17.509604,1.779182,1.323877,0.471869,0.334034,0.209771
18.472887,1.946976,1.52285,0.58551,0.323685,0.291888
19.105116,2.153078,1.604031,0.651051,0.395885,0.317156
19.197943,1.692844,1.711424,0.667912,0.410833,0.392418
19.430017,2.059477,1.808605,0.610395,0.473875,0.331751
18.885977,1.515766,1.732374,0.653975,0.419474,0.311957
16.866283,2.009605,1.372391,0.507504,0.334211,0.221428
19.205864,2.017176,1.839171,0.692471,0.477974,0.425072
19.036064,1.856642,1.769697,0.64674,0.444798,0.345855
19.195898,1.410267,1.71637,0.611828,0.368294,0.361582
18.21384,1.468008,1.748487,0.589481,0.295578,0.360336
18.113981,1.360689,1.580341,0.519825,0.371849,0.31632
17.78043,2.047668,1.464497,0.555984,0.356985,0.23751
18.840048,2.006012,1.681282,0.569498,0.318703,0.351934
17.655697,1.986523,1.415247,0.551195,0.332167,0.239625
17.567442,1.689068,1.551809,0.518745,0.361652,0.270124
18.862806,1.385172,1.641655,0.589991,0.340769,0.321819
18.481926,1.876526,1.600502,0.512266,0.318636,0.308395
19.157419,1.754755,1.81665,0.62224,0.381006,0.329396
20.206223,1.891582,1.653019,0.78371,0.353493,0.395928
18.845898,1.679466,1.740259,0.619934,0.308649,0.31905
17.772881,1.45265,1.546457,0.573057,0.351715,0.302356
17.50696,1.933754,1.310448,0.513327,0.314194,0.206818
18.318438,1.681791,1.555645,0.63271,0.467508,0.290681
17.435675,1.713657,1.358637,0.526236,0.324776,0.228556
16.714991,1.709492,1.213207,0.47419,0.355828,0.188611
19.59586,2.056152,1.879166,0.698261,0.307411,0.436186
18.002728,1.93646,1.818041,0.593254,0.393656,0.333441
18.52593,1.456892,1.599075,0.543634,0.413389,0.280887
17.936174,1.947527,1.414047,0.575262,0.285778,0.256652
18.273003,1.75922,1.726868,0.607635,0.422659,0.338462
17.567341,1.717848,1.397432,0.465815,0.300852,0.235688
18.446325,1.861677,1.487549,0.622482,0.364828,0.281327
18.186941,2.093809,1.49303,0.541437,0.354498,0.267613
17.57119,1.604738,1.215712,0.481911,0.354155,0.182692
18.919014,1.626913,1.867161,0.59473,0.459717,0.364695
19.232517,1.004953,1.734016,0.689989,0.296509,0.445554
18.903345,1.698616,1.650921,0.660152,0.40591,0.387856
17.554657,2.143064,1.564369,0.565767,0.336386,0.294926
20.633352,1.302032,1.316492,0.75873,0.329315,0.542142
19.567289,1.307268,1.813831,0.649893,0.444241,0.356967
17.648144,1.971499,1.410894,0.531788,0.298286,0.242173
17.767673,1.707579,1.383141,0.54986,0.305733,0.246629
19.741648,1.430113,1.604917,0.758205,0.321627,0.452425
18.169445,1.957119,1.555248,0.598583,0.315969,0.277443
16.995073,1.858986,1.25536,0.468781,0.344933,0.199089
17.453886,1.973581,1.357817,0.495028,0.317877,0.244198
18.361374,1.125357,1.54549,0.600843,0.369633,0.289337
17.631716,1.780056,1.23457,0.49976,0.273136,0.208445
17.87866,1.62874,1.586866,0.553082,0.353861,0.286057
18.278286,1.834728,1.534468,0.571289,0.360918,0.275282
18.616314,1.39856,1.480429,0.648655,0.349457,0.271072
18.201715,1.743233,1.496195,0.554874,0.453791,0.30585
16.950047,2.091383,1.412662,0.529127,0.288939,0.224392
17.438906,2.028898,1.39592,0.478603,0.326485,0.22778
17.649193,1.881636,1.226816,0.467411,0.350559,0.184063
18.869175,1.573606,1.650595,0.612438,0.325817,0.306052
16.587763,2.143661,1.204464,0.471935,0.311439,0.170693
19.143904,1.843584,1.643442,0.656658,0.268801,0.397022
19.4014,1.622042,1.778717,0.672474,0.404419,0.422912
17.929169,1.917089,1.326767,0.461542,0.323593,0.2386
17.641029,1.502825,1.354309,0.541092,0.325504,0.262391
18.713923,1.241375,1.773647,0.545601,0.342741,0.335941
17.989027,1.865105,1.688574,0.623308,0.3515,0.386664
18.46246,2.049839,1.71277,0.55065,0.352249,0.333084
18.667635,1.856539,1.812469,0.671164,0.31354,0.388797
18.121973,1.515806,1.488142,0.562662,0.326284,0.291333
18.664734,1.627413,1.704386,0.627354,0.298754,0.37456
17.59992,1.858837,1.274399,0.489994,0.327858,0.215711
17.713657,1.294767,1.520575,0.711075,0.444618,0.298053
18.963285,1.194979,1.744421,0.610573,0.322065,0.371414
18.602695,1.51152,1.749207,0.697584,0.407728,0.408441
19.406536,2.144093,1.662083,0.652061,0.295813,0.350652
18.32037,1.59408,1.626129,0.520706,0.304001,0.318328
19.799273,2.030111,1.595564,0.784153,0.385799,0.465586
18.407907,1.804987,1.441301,0.599695,0.438595,0.289066
19.068314,1.04933,1.712551,0.638218,0.333395,0.412194
19.089403,1.286486,1.784605,0.583843,0.35932,0.392037
19.576836,2.060068,1.808214,0.688742,0.414919,0.43522
18.652006,1.133076,1.718994,0.654404,0.411098,0.393252
19.539454,1.37875,1.839806,0.723269,0.271647,0.436516
19.03977,1.937487,1.709475,0.570013,0.254208,0.343483
