mag_r,u-g,g-r,r-i,i-z,z_spec
18.962843,1.841007,1.847151,0.649248,0.279488,0.371333
17.539335,1.637432,1.368748,0.520374,0.366293,0.225512
19.107283,1.567696,1.677843,0.641119,0.369701,0.386981
17.210871,2.136936,1.329521,0.496525,0.344181,0.202313
19.478949,1.776293,1.458532,0.498312,0.37076,0.300818
17.428509,1.907509,1.347668,0.50182,0.313221,0.201493
20.004406,1.358364,1.605957,0.638655,0.319939,0.485905
20.127131,1.305613,1.583296,0.524954,0.387791,0.331803
18.907728,1.610424,1.58045,0.625628,0.380362,0.2993
19.486166,1.347776,1.725227,0.610264,0.346556,0.341894
20.521076,1.826553,1.557751,0.625046,0.251221,0.388566
20.012331,1.61652,1.535244,0.627113,0.403227,0.417342
20.116962,1.124695,1.334314,0.593107,0.226057,0.242192
20.369104,1.246418,1.648361,0.663,0.307823,0.420906
17.834003,2.075005,1.677555,0.575268,0.357737,0.320731
19.911995,1.391472,1.538569,0.780638,0.378448,0.365496
19.838154,1.337725,1.505943,0.68816,0.368916,0.415109
18.328184,2.12702,1.52573,0.613941,0.321102,0.315699
17.740799,1.894974,1.572969,0.537262,0.363529,0.271279
17.887848,1.946739,1.360315,0.509932,0.309614,0.220254
17.397299,2.023418,1.306541,0.496008,0.372772,0.193584
19.891058,1.634052,1.69195,0.794069,0.457771,0.474037
18.729334,2.060103,1.637459,0.583838,0.322603,0.304942
18.092356,1.613913,1.36824,0.555916,0.337433,0.246183
18.237612,1.551147,1.410759,0.580336,0.309372,0.245384
17.50791,1.858151,1.249365,0.488277,0.320478,0.18899
19.158165,1.991358,1.87746,0.733889,0.465405,0.41093
17.805923,1.883921,1.784254,0.598555,0.348175,0.340189
19.387449,1.765108,1.808964,0.685919,0.437965,0.427847
18.628981,1.792606,1.664518,0.599899,0.339844,0.374514
18.721214,2.136604,1.217672,0.518717,0.290722,0.215143
18.558435,1.673429,1.671576,0.654415,0.380854,0.339674
18.876198,2.020502,1.663824,0.614733,0.349422,0.369229
19.35668,2.079567,1.758646,0.77952,0.385977,0.461468
17.97419,1.635483,1.762611,0.569315,0.37664,0.340664
19.582508,1.784735,1.585007,0.532429,0.327219,0.280473
19.345659,1.285008,1.662786,0.58267,0.259457,0.473765
19.621244,1.744774,1.438915,0.664192,0.329239,0.411103
19.941099,1.161201,1.39467,0.594732,0.46594,0.45097
19.753656,1.211134,1.712944,0.697472,0.360184,0.414473
20.485233,1.057775,1.627634,0.689779,0.303318,0.396679
19.956705,1.669741,1.528723,0.66588,0.46225,0.417071
18.894716,1.29459,1.649126,0.596821,0.311899,0.356594
19.629951,2.050335,1.505672,0.584011,0.370382,0.35489
19.067368,1.977781,1.359556,0.553867,0.469967,0.353361
19.938892,1.395628,1.405857,0.444498,0.34255,0.415967
18.324982,1.746794,1.508448,0.552578,0.346722,0.24947
19.641994,1.160562,1.721142,0.79945,0.272596,0.521448
18.34193,2.130283,1.461674,0.579876,0.325764,0.249771
20.201618,1.2509,1.332266,0.717585,0.390823,0.51902
18.432507,1.881315,1.480631,0.594578,0.424881,0.240989
20.170549,1.570019,1.28367,0.635361,0.485273,0.264797
17.920349,1.593199,1.322916,0.535007,0.347311,0.235063
18.069532,1.945156,1.342304,0.553549,0.345308,0.252838
19.197849,2.159544,1.817064,0.63378,0.400742,0.364907
17.728266,1.808926,1.340323,0.519363,0.333004,0.217328
18.291439,1.395182,1.529379,0.69389,0.394037,0.261395
18.430237,1.703997,1.462553,0.590805,0.363274,0.25027
18.686079,2.113981,1.728943,0.579315,0.360046,0.335562
18.581966,1.079208,1.572414,0.664429,0.444859,0.26376
17.310472,2.083769,1.200703,0.605339,0.473577,0.131185
17.342487,1.471729,1.537014,0.574974,0.342365,0.262565
19.889313,2.067406,1.519987,0.777828,0.311016,0.483951
19.159113,1.275484,1.804287,0.667381,0.412447,0.412237
20.6161,1.977305,1.304264,0.735256,0.376558,0.457606
17.618402,1.901068,1.464624,0.540487,0.415327,0.262346
20.137287,1.541575,1.747067,0.576769,0.440565,0.387599
17.243948,1.914776,1.269383,0.505653,0.345068,0.183027
16.727045,2.018557,1.218149,0.531147,0.332367,0.183028
16.360857,2.1632,1.285559,0.483827,0.329466,0.182546
17.733782,1.811388,1.25379,0.480701,0.301327,0.196941
18.605656,1.954407,1.420704,0.536011,0.290525,0.234879
17.973898,1.763794,1.727816,0.610525,0.34874,0.359398
19.659037,1.266367,1.567129,0.636683,0.301699,0.392584
20.16209,1.221085,1.641666,0.589336,0.368004,0.359429
19.085579,1.684704,1.508444,0.580214,0.356813,0.351015
17.886103,1.950085,1.531885,0.569107,0.379599,0.282986
18.851814,1.964033,1.651026,0.622761,0.350697,0.307537
19.738943,1.39753,1.822718,0.744524,0.434326,0.462651
20.386181,1.432003,1.499681,0.530289,0.319212,0.465071
17.412918,1.977222,1.581179,0.562277,0.279665,0.295386
19.018545,1.80936,1.713091,0.585833,0.367081,0.308411
18.731541,1.29508,1.559216,0.627432,0.474958,0.398946
17.94697,1.929222,1.531961,0.608526,0.357361,0.285779
19.32169,1.18998,1.820602,0.581472,0.234545,0.333755
17.202452,2.15418,1.235434,0.449774,0.288736,0.180499
20.001165,1.432091,1.478584,0.786293,0.293871,0.461976
18.99526,1.938431,1.690352,0.670818,0.466061,0.405234
17.875887,1.993832,1.506166,0.600067,0.376213,0.222333
19.165617,1.048277,1.608931,0.659119,0.338846,0.342268
19.30685,1.795042,1.825689,0.641613,0.313696,0.324875
17.634533,1.985531,1.246456,0.451056,0.309784,0.19723
17.839306,1.825581,1.35466,0.517923,0.352861,0.203647
19.525673,1.136377,1.726465,0.747316,0.315819,0.439533
19.245874,1.038492,1.828804,0.642061,0.332413,0.413873
17.579039,2.167994,1.346232,0.484747,0.287573,0.189989
19.495575,1.961973,1.728586,0.694874,0.478197,0.404447
18.865974,2.063087,1.689531,0.560337,0.374922,0.308437
18.211578,1.935352,1.549648,0.585304,0.477438,0.358052
19.009544,1.468838,1.331955,0.72645,0.445742,0.301363
19.960751,1.146225,1.688497,0.761715,0.366226,0.456852
19.124163,1.652842,1.58886,0.797426,0.46998,0.464673
17.557272,1.838638,1.289267,0.465548,0.349661,0.205419
19.205349,1.662867,1.726883,0.677935,0.470919,0.318744
18.968523,1.962395,1.664106,0.584717,0.313427,0.342003
19.172161,1.157288,1.79468,0.615992,0.417004,0.367233
18.39798,1.704941,1.615618,0.564117,0.367275,0.303898
17.619949,2.19132,1.421955,0.475891,0.371565,0.237382
17.365088,2.002893,1.373674,0.503069,0.414202,0.19095
18.798223,2.022837,1.686974,0.56155,0.380632,0.342751
18.928331,1.566153,1.83791,0.629908,0.442827,0.390817
19.186172,1.314602,1.699532,0.657297,0.331081,0.3918
18.319218,2.106432,1.566788,0.548368,0.260782,0.28108
17.991514,1.346914,1.536426,0.523167,0.352558,0.309081
18.812159,1.979351,1.55559,0.64534,0.22014,0.307638
17.487255,1.938707,1.332985,0.533468,0.312571,0.236732
17.96792,2.035769,1.661137,0.636942,0.327543,0.343413
19.994432,2.09543,1.259731,0.479404,0.249739,0.205703
18.160383,1.894157,1.269512,0.514006,0.344252,0.201849
19.758472,1.86771,1.541883,0.784628,0.310402,0.435192
17.699789,1.857134,1.638729,0.597307,0.33429,0.303632
18.110386,1.537159,1.585405,0.602207,0.355047,0.304967
18.505329,1.485519,1.681326,0.637829,0.345102,0.327982
18.422859,2.016441,1.83481,0.651154,0.365965,0.36927
17.440052,1.751286,1.363854,0.530848,0.368025,0.216173
18.121508,1.817736,1.724249,0.628714,0.317049,0.356408
18.596268,1.89461,1.56296,0.623837,0.352453,0.327551
17.634821,2.036297,1.375214,0.504618,0.315987,0.236115
17.214958,1.893148,1.335428,0.502071,0.353765,0.219143
19.165709,1.810165,1.698217,0.676891,0.436966,0.428631
20.022308,1.348871,1.771654,0.783844,0.470581,0.454027
19.980968,1.261627,1.726845,0.786669,0.435459,0.454441
18.983303,1.420811,1.751675,0.721399,0.421831,0.336921
18.488668,1.7938,1.50922,0.567776,0.25926,0.287302
17.340731,1.876234,1.292019,0.489323,0.314402,0.19117
18.912601,1.948391,1.604498,0.634974,0.314051,0.301553
19.017839,1.312218,1.673691,0.599749,0.32732,0.350184
18.347658,1.644978,1.60712,0.643471,0.315855,0.307725
18.481138,1.633366,1.573212,0.566593,0.397223,0.313326
17.597994,2.064079,1.214666,0.487299,0.342876,0.205738
19.227962,2.100498,1.745253,0.681776,0.48415,0.406292
18.082464,1.834002,1.383089,0.558714,0.407202,0.210169
18.905922,1.735687,1.78235,0.586954,0.398975,0.363585
18.774574,1.521667,1.737923,0.594402,0.339306,0.355945
17.5797,1.827555,1.456972,0.545544,0.307961,0.22276
18.060665,1.962475,1.427721,0.507944,0.30304,0.270853
19.401627,1.566752,1.758648,0.659069,0.288706,0.393979
18.349716,2.04557,1.472387,0.582315,0.335598,0.263435
18.791044,1.686731,1.858309,0.738861,0.399485,0.437534
19.038017,1.723789,1.830412,0.755932,0.347721,0.430771
18.705158,2.147379,1.525783,0.598309,0.351292,0.2639
17.474932,1.898966,1.274145,0.439146,0.360544,0.189191
18.328243,1.661581,1.565748,0.595091,0.366253,0.264507
19.517536,2.037256,1.748396,0.778559,0.429222,0.498325
17.74931,1.747217,1.350618,0.533804,0.290976,0.232135
19.201916,1.2498,1.641003,0.6884,0.315023,0.330763
18.165352,1.995539,1.558518,0.496006,0.403416,0.267975
17.058046,1.946838,1.261828,0.408863,0.380577,0.176496
17.349573,1.948532,1.275103,0.505569,0.272888,0.2033
18.57756,2.168863,1.463762,0.634274,0.200642,0.284494
17.789724,2.10047,1.239626,0.582096,0.32152,0.218557
19.274467,1.402891,1.664454,0.767891,0.411436,0.401622
18.05971,2.092753,1.448957,0.501545,0.3606,0.298224
18.579924,1.817268,1.589481,0.5858,0.386236,0.298835
18.354925,1.61021,1.689951,0.543396,0.354757,0.264148
18.082283,1.779125,1.756235,0.577787,0.366182,0.31494
18.115643,2.108624,1.399193,0.602852,0.307648,0.268444
18.557354,1.465685,1.477856,0.583969,0.267454,0.280403
20.02597,1.187651,1.44243,0.76964,0.391718,0.48379
19.307232,2.01926,1.770935,0.682531,0.298223,0.36827
18.32687,1.687553,1.532747,0.562197,0.316082,0.338462
18.283566,1.963875,1.440016,0.563984,0.364998,0.265545
18.203659,1.667692,1.452936,0.580177,0.419592,0.264243
17.008993,1.84853,1.227102,0.449402,0.405111,0.182909
17.923677,1.893021,1.51757,0.604019,0.42186,0.257405
18.939157,1.412375,1.71884,0.537201,0.441126,0.349024
19.438889,1.40259,1.695932,0.723648,0.410233,0.415078
19.32062,1.707716,1.723425,0.741285,0.440817,0.400124
16.896763,2.053265,1.244772,0.494007,0.342455,0.193925
18.766224,1.974119,1.65531,0.592207,0.203773,0.330627
17.856075,2.007034,1.287626,0.503197,0.349508,0.195344
17.475063,1.665659,1.235559,0.426298,0.37994,0.191674
18.032375,2.086922,1.382866,0.554329,0.346252,0.208841
17.271753,1.999628,1.239265,0.47761,0.321375,0.186121
19.074959,1.396053,1.862118,0.586649,0.388708,0.35991
17.503897,2.173883,1.242662,0.441826,0.392704,0.18845
18.804766,2.057419,1.596563,0.581648,0.350466,0.320545
19.233093,1.304674,1.806635,0.701475,0.27095,0.418336
18.839409,1.525105,1.815182,0.701096,0.458361,0.399983
19.028427,1.973333,1.733276,0.597897,0.340092,0.374394
19.147959,1.007862,1.64241,0.665771,0.429291,0.400447
18.80777,1.744028,1.666586,0.539988,0.391205,0.370455
17.784889,1.698646,1.508913,0.538368,0.406883,0.252399
18.11627,1.820696,1.360663,0.612114,0.426466,0.225646
19.655334,1.340836,1.444716,0.76218,0.44705,0.320133
18.112597,1.556736,1.515545,0.541428,0.349979,0.262386
18.338083,1.760736,1.528116,0.556215,0.343159,0.298722
17.177177,2.009012,1.23996,0.46736,0.332138,0.177509
20.377598,2.017734,1.311396,0.756649,0.481613,0.560491
18.805901,2.040142,1.642357,0.608141,0.408773,0.357646
17.970203,1.657959,1.691952,0.59597,0.352644,0.34663
17.01763,1.888235,1.323303,0.495872,0.298662,0.198848
17.738325,1.756763,1.293879,0.500883,0.330559,0.197886
18.292845,2.049972,1.560938,0.565397,0.344267,0.304571
18.833838,1.258585,1.591026,0.59026,0.475914,0.442211
18.924099,1.515907,1.755354,0.608545,0.347939,0.345005
19.233799,1.334225,1.823721,0.745377,0.490166,0.447081
17.762583,2.14638,1.481501,0.518888,0.381355,0.261852
17.980183,2.149504,1.539986,0.504948,0.375284,0.261394
17.595591,1.972578,1.23028,0.448229,0.284819,0.201993
18.96241,1.667542,1.69656,0.718885,0.475178,0.454551
17.960455,2.095249,1.49143,0.528772,0.314274,0.263034
19.082275,1.602205,1.764629,0.708324,0.373577,0.397227
18.824387,1.81904,1.806784,0.660854,0.319721,0.399998
18.590935,1.812201,1.56282,0.595352,0.29039,0.348196
20.130322,2.136477,1.685009,0.767059,0.463457,0.475391
19.256254,2.140451,1.79541,0.586607,0.405296,0.368258
17.515312,2.023148,1.272617,0.527782,0.313007,0.196371
19.064892,2.15267,1.684885,0.679136,0.328831,0.385209
18.839081,2.151091,1.638754,0.596712,0.265173,0.324801
17.276545,1.881645,1.251499,0.475248,0.331627,0.183034
17.350185,1.714745,1.260027,0.517094,0.374647,0.184214
17.42663,1.845186,1.22085,0.51049,0.387863,0.183162
18.77404,2.083675,1.586163,0.596699,0.301636,0.302447
20.249401,2.134932,1.492392,0.758633,0.378393,0.45898
18.7141,1.161881,1.710321,0.561094,0.325565,0.310582
19.55105,1.61142,1.848047,0.614824,0.411787,0.353471
18.931181,1.873661,1.77582,0.589884,0.303213,0.323187
17.044241,2.026203,1.28277,0.527922,0.329409,0.19884
17.270452,2.02969,1.256262,0.466423,0.34343,0.19791
19.602264,2.097372,1.716326,0.780293,0.469116,0.467033
17.219872,1.823555,1.27418,0.527411,0.363615,0.192275
18.929256,1.69734,1.746019,0.591396,0.307714,0.321919
20.226967,1.645647,1.202072,0.783659,0.362751,0.597443
17.545866,2.153515,1.264671,0.559565,0.401764,0.197326
19.165056,1.887276,1.768398,0.644308,0.387941,0.369067
18.275265,2.06007,1.537292,0.576416,0.372335,0.265036
17.828615,2.116087,1.582865,0.551491,0.350277,0.263437
17.699924,1.780205,1.521713,0.56196,0.314287,0.26603
19.248461,2.001171,1.76297,0.645042,0.490561,0.422209
19.547096,1.225126,1.68416,0.756241,0.394382,0.406943
19.109489,1.374289,1.64002,0.768251,0.371313,0.439545
16.726082,2.076714,1.248115,0.485147,0.348904,0.189632
18.33222,2.02334,1.474285,0.573608,0.275181,0.295087
17.826435,1.768578,1.441826,0.534575,0.339613,0.255082
20.278027,1.046795,1.419325,0.729372,0.247976,0.401178
19.558741,1.778433,1.737852,0.695936,0.398315,0.418182
17.622698,2.100342,1.300413,0.531105,0.382397,0.231036
20.2307,1.613831,1.493137,0.778564,0.37739,0.490217
17.813692,2.16757,1.450085,0.51873,0.34264,0.229734
18.704384,1.605864,1.776514,0.611458,0.353031,0.370658
19.663698,1.992111,1.647699,0.796833,0.424786,0.463263
17.917404,2.117994,1.779558,0.58696,0.397924,0.342577
18.739704,1.805491,1.794914,0.628506,0.375216,0.330992
18.476423,1.39777,1.851808,0.701727,0.433664,0.330207
18.902309,1.73801,1.654369,0.607134,0.401863,0.349397
18.196611,2.10347,1.452166,0.564508,0.310511,0.254064
19.45713,1.428419,1.806293,0.645128,0.386528,0.401662
18.548498,1.383902,1.645887,0.65871,0.344446,0.399893
19.079762,1.487818,1.572107,0.664228,0.460554,0.39891
19.367802,1.100729,1.736406,0.722824,0.3438,0.387595
18.211838,1.531195,1.451021,0.614681,0.370398,0.347628
18.208385,1.973181,1.46497,0.582354,0.297331,0.287025
17.101116,2.111725,1.209303,0.520445,0.371847,0.16342
17.070137,1.831831,1.201891,0.49962,0.332642,0.194154
19.292631,1.649431,1.720556,0.699198,0.400011,0.399604
19.003954,1.785946,1.733397,0.697718,0.484852,0.398645
19.409554,1.879316,1.762125,0.646379,0.378204,0.387286
18.940737,1.806604,1.760277,0.689741,0.446587,0.422365
19.162426,1.828949,1.646053,0.64588,0.331299,0.399077
17.887281,1.70525,1.419575,0.51812,0.365782,0.251065
19.050253,1.315226,1.760326,0.739874,0.48144,0.437866
17.503813,2.064489,1.221386,0.530094,0.336384,0.167484
19.084511,1.525883,1.661869,0.66291,0.305071,0.392325
17.962561,1.687422,1.569517,0.574741,0.35714,0.292234
18.968729,1.60103,1.767975,0.648369,0.433161,0.356724
19.217506,1.719933,1.660524,0.650118,0.288507,0.362258
18.299715,2.109117,1.577198,0.576378,0.353699,0.290142
17.297966,1.684185,1.358204,0.516987,0.34025,0.215715
18.240252,1.760542,1.456202,0.569437,0.354683,0.21626
17.825226,1.740948,1.356781,0.50058,0.336866,0.216829
18.6581,1.348623,1.650587,0.595959,0.356834,0.353925
18.887062,1.457886,1.711292,0.594133,0.403368,0.351049
20.176657,1.408697,1.261133,0.744823,0.242159,0.454405
18.489307,1.605686,1.528461,0.591625,0.316875,0.293308
17.380861,2.084957,1.324881,0.492361,0.431145,0.215365
19.08901,1.731886,1.981192,0.72102,0.381475,0.437018
19.057854,1.784542,1.699413,0.598633,0.362774,0.36749
18.943579,1.66173,1.62941,0.596169,0.474667,0.388973
19.159754,1.571438,1.710341,0.598068,0.410246,0.29598
19.028048,1.362928,1.848915,0.647379,0.430853,0.398401
19.439537,1.831129,1.602741,0.769398,0.358253,0.447871
18.389631,1.894156,1.729479,0.595034,0.387877,0.359943
19.033506,1.738577,1.626755,0.616694,0.424807,0.390457
17.80773,1.803181,1.431145,0.501257,0.331526,0.244352
18.96023,1.829222,1.716629,0.610548,0.40221,0.351308
19.022797,2.070528,1.750025,0.571966,0.392477,0.343452
18.998474,1.526365,1.786625,0.611515,0.398169,0.367546
18.0898,1.81823,1.492266,0.541597,0.372917,0.238933
18.080713,2.10639,1.451706,0.616234,0.317482,0.239653
17.556553,2.005793,1.296282,0.497837,0.344337,0.204468
19.330946,1.766171,1.673538,0.687792,0.403814,0.399513
18.688568,2.124775,1.630938,0.622826,0.315851,0.289804
17.529993,2.195822,1.375729,0.485758,0.34766,0.211356
19.085173,1.323597,1.800537,0.648632,0.44241,0.40086
18.642672,1.273252,1.631901,0.629992,0.347773,0.334919
20.00985,1.982086,1.517633,0.775541,0.476282,0.412641
18.978344,1.132492,1.823944,0.622301,0.481373,0.345321
17.773737,1.865412,1.342663,0.51725,0.323063,0.200716
19.436249,1.366812,1.881786,0.580719,0.379757,0.399315
19.986485,1.568665,1.262182,0.733467,0.355251,0.349094
17.61389,1.922668,1.244007,0.471571,0.290077,0.184438
17.405512,2.111908,1.250149,0.471376,0.38937,0.183003
19.359398,1.352322,1.784609,0.630743,0.45336,0.412878
17.673943,1.727264,1.524414,0.516638,0.412794,0.256527
17.533884,1.926386,1.319771,0.461275,0.336012,0.211657
17.69945,1.949526,1.407209,0.52561,0.374025,0.212492
17.927776,2.085758,1.30217,0.443647,0.361143,0.20834
19.692438,2.116329,1.781616,0.77499,0.384596,0.453402
18.222469,1.689901,1.476498,0.538996,0.351641,0.265229
18.761099,1.289007,1.761145,0.758806,0.459068,0.446051
20.058479,1.613127,1.792217,0.780735,0.297802,0.480023
17.896816,2.099932,1.457033,0.587303,0.354273,0.240576
18.658108,1.393494,1.69873,0.60466,0.383339,0.360916
18.398029,1.937023,1.39534,0.622231,0.39427,0.255704
19.059156,1.80275,1.771338,0.608128,0.327206,0.372668
17.64876,1.935534,1.289768,0.546001,0.331343,0.185745
17.790056,1.931316,1.382214,0.505911,0.357594,0.208279
18.150755,1.688612,1.445236,0.516745,0.327621,0.254797
19.034666,1.971533,1.866457,0.630758,0.34075,0.334489
18.853107,1.718962,1.505033,0.647127,0.454744,0.399595
18.955246,1.547003,1.674503,0.577978,0.412676,0.320289
18.50116,1.911394,1.501494,0.613365,0.383442,0.317526
18.778772,1.62812,1.661625,0.543859,0.331738,0.315539
20.262974,2.146463,1.495205,0.797798,0.458261,0.470934
18.324764,1.490793,1.667118,0.586016,0.320086,0.320548
20.065237,2.007061,1.423691,0.775597,0.466635,0.514632
17.877613,1.47751,1.327286,0.534697,0.338184,0.232591
17.833433,1.669891,1.330158,0.492018,0.365173,0.199063
17.411287,2.016083,1.270512,0.488379,0.351957,0.222473
18.578293,1.488417,1.624981,0.606913,0.319822,0.311396
18.82032,1.858925,1.595642,0.669844,0.379931,0.399794
17.785206,1.740854,1.432821,0.537588,0.341898,0.228862
18.236034,1.846628,1.60059,0.60635,0.400711,0.302417
18.195324,1.907072,1.590237,0.587439,0.347528,0.302482
17.88558,1.697336,1.466162,0.519703,0.376076,0.248196
20.324816,1.668005,1.379265,0.79944,0.4123,0.504109
18.653564,1.030766,1.580895,0.610146,0.477736,0.336164
18.59564,2.095453,1.682993,0.66872,0.429905,0.401257
18.064041,1.508719,1.263573,0.488081,0.314516,0.223235
19.166908,1.719685,1.375599,0.416525,0.429251,0.223069
19.031078,1.300263,1.74798,0.68928,0.415169,0.325962
18.763653,1.911531,1.694162,0.619236,0.414324,0.329666
18.2663,1.469217,1.631929,0.575525,0.38036,0.289075
18.799643,1.9751,1.619953,0.615248,0.361116,0.292555
17.490705,1.588865,1.329912,0.558701,0.374014,0.275434
19.179762,1.556803,1.889814,0.644545,0.407553,0.385076
19.067574,1.631975,1.672421,0.622908,0.425842,0.360088
16.294628,2.019186,1.480951,0.513466,0.329628,0.236424
17.834806,1.895634,1.428558,0.517393,0.360022,0.238986
19.347944,2.02869,1.663836,0.679956,0.324842,0.369463
17.396687,2.082205,1.283791,0.547945,0.364517,0.182255
16.486885,2.156929,1.27936,0.482935,0.364572,0.18262
20.316351,1.397289,1.625195,0.769327,0.452049,0.459512
18.0511,1.982384,1.740181,0.638454,0.384157,0.34707
17.068314,2.176166,1.426592,0.535017,0.38208,0.22408
17.914383,1.835465,1.366077,0.514683,0.341501,0.244962
18.993765,1.866367,1.587866,0.629177,0.394445,0.302825
19.982416,1.678188,1.789064,0.779161,0.307655,0.425075
19.44223,1.952169,1.681112,0.704523,0.331665,0.357107
18.262106,1.936419,1.46101,0.544493,0.408352,0.256661
18.75477,1.913401,1.989666,0.701145,0.453804,0.343168
18.678495,1.390675,1.598282,0.590319,0.418243,0.398794
18.437757,1.216719,1.802589,0.694748,0.443945,0.364418
18.720211,1.328093,1.682339,0.554203,0.382792,0.343703
19.156052,1.704388,1.627638,0.646421,0.432941,0.383058
16.805183,2.101238,1.332218,0.484207,0.392568,0.197042
19.252098,2.085844,1.824507,0.565779,0.349668,0.392891
20.331873,1.740189,1.637077,0.761293,0.230516,0.471513
18.513241,1.853624,1.564899,0.607964,0.308363,0.259603
18.92293,2.172693,1.823196,0.661301,0.427748,0.343441
19.16259,1.514242,1.740768,0.635147,0.442715,0.278581
17.550041,2.066809,1.233908,0.493269,0.335157,0.186172
17.543856,1.825565,1.207089,0.473896,0.344772,0.197349
17.576342,2.171448,1.674309,0.658033,0.396729,0.336242
17.294075,1.81703,1.26294,0.479134,0.380442,0.187699
19.285942,2.105583,1.721497,0.638834,0.435234,0.331229
17.507692,1.7558,1.397383,0.528753,0.392628,0.199587
19.087942,1.444376,1.617209,0.652706,0.456129,0.380479
19.415871,1.624985,1.858305,0.606918,0.38656,0.410758
17.786961,1.793262,1.532381,0.609905,0.385044,0.254495
18.931246,1.66337,1.659552,0.625837,0.413795,0.311836
17.226328,1.83095,1.376842,0.541008,0.37899,0.211039
19.081238,1.143167,1.835072,0.685293,0.402798,0.402518
18.729614,1.544365,1.63673,0.55167,0.363735,0.360856
20.313538,1.151211,1.751612,0.781948,0.329321,0.466246
18.653267,1.893221,1.813364,0.637861,0.380356,0.355421
18.13279,1.682924,1.822277,0.622126,0.382772,0.323492
19.998978,1.687056,1.958639,0.649971,0.478195,0.381662
18.844532,1.553087,1.729439,0.640713,0.361515,0.339773
18.831247,1.898102,1.458899,0.697269,0.346754,0.251217
18.143568,1.966253,1.544714,0.589808,0.370069,0.250318
19.052862,1.723576,1.73387,0.618822,0.355614,0.386508
18.894056,1.203217,1.927425,0.617758,0.40943,0.385728
18.635199,1.540175,1.754345,0.550083,0.46966,0.346643
19.928373,1.710617,1.718386,0.793314,0.4172,0.43748
17.14023,2.171558,1.232576,0.471645,0.361893,0.177448
18.839787,1.705538,1.634184,0.576475,0.346609,0.353691
18.495224,1.754023,1.515936,0.56382,0.290407,0.292736
18.156588,2.148861,1.608536,0.689587,0.430285,0.243086
18.703257,1.79211,1.701056,0.613546,0.346334,0.379817
17.218544,1.885841,1.258604,0.469395,0.382389,0.187716
19.054213,1.38834,1.749399,0.642149,0.423536,0.361155
18.373791,1.809067,1.553656,0.563009,0.365978,0.286217
19.319187,1.966444,1.691513,0.700266,0.432663,0.426298
17.841761,2.004192,1.543537,0.539301,0.367378,0.303346
18.390667,1.988787,1.560879,0.526779,0.327791,0.274422
18.652956,1.638083,1.651634,0.600843,0.369946,0.321315
19.237425,1.384087,1.808439,0.677647,0.436808,0.40695
19.542614,1.689817,1.817287,0.721764,0.366901,0.413
20.163847,1.113789,1.610161,0.762945,0.478468,0.424367
19.313869,1.688599,1.812294,0.649393,0.382404,0.391574
18.742435,2.002008,1.647522,0.567232,0.480467,0.321415
19.234219,1.175739,1.935417,0.587473,0.396481,0.343034
18.347668,2.026094,1.514687,0.53887,0.383989,0.347272
18.882154,1.543671,1.730604,0.576777,0.424532,0.332085
19.149864,1.300722,1.738873,0.599781,0.476618,0.274878
17.649237,2.048517,1.274315,0.511303,0.335699,0.203005
19.081953,1.835527,1.691095,0.626524,0.340981,0.338277
18.921331,1.869671,1.71579,0.608959,0.344286,0.329909
18.944704,1.266905,1.714241,0.601513,0.335775,0.338008
18.913839,2.191565,1.938818,0.560078,0.286678,0.337226
18.935999,1.64472,1.335876,0.584021,0.374891,0.240641
18.753702,1.418404,1.56428,0.640926,0.355156,0.292798
18.373312,1.605112,1.748247,0.550138,0.37645,0.318464
17.448544,1.934813,1.273678,0.6187,0.430466,0.18539
20.199894,1.566027,1.576609,0.762814,0.348633,0.420924
19.017492,1.463959,1.665918,0.698439,0.446676,0.421251
17.590017,1.666443,1.456913,0.531824,0.328789,0.271843
16.98498,2.149443,1.342081,0.519917,0.336912,0.207323
17.435997,2.009758,1.331055,0.493929,0.277567,0.205344
17.535435,1.418713,1.214369,0.487392,0.305841,0.241906
16.691601,2.156965,1.237768,0.480387,0.354766,0.174212
17.786156,1.901251,1.325787,0.498289,0.342226,0.206069
19.477238,1.985388,1.858187,0.611797,0.276529,0.333382
18.983654,2.022596,1.691612,0.695179,0.491514,0.374563
19.221184,2.151003,1.807499,0.675314,0.419214,0.392024
18.730413,1.735962,1.797592,0.642986,0.287373,0.39225
17.388445,1.91465,1.314079,0.543058,0.347834,0.194198
17.796505,2.020975,1.347809,0.52985,0.378393,0.204293
17.335556,1.72971,1.288267,0.535227,0.355324,0.202684
18.134911,1.861561,1.512125,0.576641,0.330938,0.290389
19.521328,1.198046,1.873373,0.671434,0.402815,0.387989
19.482649,1.251699,1.800575,0.720087,0.379311,0.413529
19.749191,2.0476,1.455339,0.736227,0.390507,0.412539
19.442055,1.018732,1.719908,0.685778,0.469749,0.423322
18.063951,1.800402,1.455677,0.636539,0.365101,0.258656
18.997776,1.933474,1.545507,0.680319,0.319138,0.285741
17.027145,1.95228,1.225843,0.462919,0.349918,0.188271
17.948751,2.052328,1.431454,0.560526,0.341467,0.268045
18.786413,1.211079,1.793779,0.636841,0.243834,0.354813
18.303209,1.799912,1.607984,0.610081,0.376486,0.336692
17.721842,1.769972,1.386738,0.555235,0.31407,0.237373
19.382956,2.172632,1.742691,0.604044,0.383799,0.356717
18.825737,1.131357,1.504074,0.690517,0.448479,0.278882
