mag_r,u-g,g-r,r-i,i-z,z_spec
18.541702,1.900845,1.738739,0.540394,0.357107,0.351744
16.647221,2.038933,1.206604,0.448679,0.339268,0.174129
18.197393,2.146851,1.553034,0.53306,0.341,0.279307
19.713274,1.14179,1.75239,0.641104,0.459499,0.32325
19.106474,2.08655,1.519932,0.72588,0.420465,0.468749
19.524059,1.887678,1.762712,0.672186,0.40436,0.425476
18.248745,1.489256,1.46557,0.525793,0.382792,0.265827
19.263083,1.574867,1.783554,0.650976,0.433516,0.384564
17.904659,2.04145,1.533964,0.548985,0.339184,0.284551
17.408381,1.44149,1.222937,0.536644,0.40728,0.230074
20.082787,1.136423,1.423923,0.773012,0.24715,0.486063
18.988834,2.05365,1.70422,0.588894,0.357851,0.379595
17.603613,2.07243,1.378214,0.484768,0.400145,0.234586
17.303764,2.140245,1.283381,0.472149,0.340578,0.188908
17.27611,1.87451,1.27792,0.472824,0.335867,0.189972
20.390192,1.128473,1.225473,0.794041,0.370472,0.366196
18.510164,1.904701,1.531229,0.550465,0.321362,0.287525
18.06745,1.726381,1.375784,0.573475,0.378479,0.277706
18.041731,1.640509,1.695946,0.546459,0.345167,0.341931
18.851902,1.481707,1.707472,0.621384,0.321373,0.40049
19.536333,1.603416,1.822807,0.679892,0.473389,0.424607
19.461102,1.483459,1.762222,0.65196,0.370308,0.380669
20.567442,1.863422,1.662348,0.798075,0.301455,0.507898
17.69017,2.137129,1.377583,0.503677,0.358854,0.207929
18.928255,1.137468,1.582045,0.617733,0.39842,0.355934
18.901672,1.720655,1.696371,0.57906,0.441124,0.364191
17.866653,1.678343,1.378393,0.485991,0.368689,0.237283
19.874964,1.329878,1.514223,0.772844,0.400433,0.447755
18.909056,1.234428,1.661993,0.594545,0.300877,0.359716
19.138912,1.251146,1.733044,0.630606,0.378494,0.38577
19.030701,1.735981,1.888351,0.631638,0.359058,0.392292
17.150652,2.126579,1.434433,0.516874,0.34234,0.243508
17.309313,1.64587,1.419725,0.524967,0.365013,0.233802
18.877274,1.479279,1.615429,0.75358,0.426668,0.424773
17.59576,1.961033,1.744848,0.577347,0.341105,0.330765
19.509464,1.781361,1.719841,0.679466,0.372601,0.399572
17.923214,1.689016,1.648556,0.533072,0.328585,0.283075
18.289944,1.538923,1.631611,0.63493,0.432354,0.318667
17.587334,1.864874,1.231739,0.460524,0.332357,0.209698
18.386147,1.541973,1.733078,0.547157,0.355591,0.346903
18.229839,1.841913,1.776501,0.649921,0.420666,0.383362
18.259489,1.610216,1.544727,0.553471,0.362604,0.276119
17.485601,2.104971,1.471672,0.524685,0.322937,0.23607
17.697401,1.892691,1.409065,0.5182,0.347145,0.232464
17.16814,1.809679,1.249498,0.522881,0.334486,0.170151
17.634396,2.147829,1.456877,0.522554,0.292761,0.258151
16.975035,1.963528,1.218832,0.480253,0.366179,0.174843
18.047333,1.641962,1.59318,0.577423,0.40358,0.338326
18.18663,1.961513,1.620361,0.527281,0.337105,0.2972
17.881775,1.850656,1.459766,0.541016,0.334555,0.240952
17.195223,1.998093,1.318209,0.530813,0.42643,0.181304
17.661184,1.803799,1.392582,0.517054,0.349464,0.241937
18.548302,1.148478,1.854181,0.564924,0.32357,0.363093
20.305307,1.635286,1.476639,0.575668,0.395798,0.372906
20.338058,1.914379,1.629045,0.60804,0.417969,0.40316
20.005384,2.068075,1.800415,0.738024,0.35763,0.485801
20.229706,1.160229,1.273577,0.775291,0.372192,0.54116
18.284807,2.142996,1.457542,0.585907,0.38262,0.321363
18.217655,1.66939,1.556599,0.547993,0.365711,0.295511
17.277946,2.166668,1.205055,0.487087,0.369921,0.180191
20.065897,1.079163,1.640514,0.594654,0.364161,0.363176
19.986609,1.464184,1.434803,0.751074,0.453705,0.446535
19.568853,2.052072,1.677496,0.799595,0.49082,0.444347
17.662861,1.108469,1.673351,0.622797,0.475842,0.345428
20.155807,1.479393,1.661436,0.65019,0.35853,0.377043
18.931383,2.072115,1.852444,0.693769,0.442892,0.373448
19.4182,1.905672,1.902657,0.601355,0.42944,0.36611
19.30303,1.089733,1.251335,0.606695,0.365553,0.325296
20.518501,1.792431,1.761665,0.638351,0.380508,0.328608
18.829205,1.547794,1.805784,0.550177,0.347839,0.356126
18.945597,1.564774,1.658014,0.609785,0.423582,0.35266
17.550909,1.639034,1.73699,0.64455,0.317202,0.32949
18.060949,1.89868,1.488062,0.531914,0.332851,0.248895
20.220427,1.549478,1.303539,0.765366,0.447704,0.436994
18.657961,2.044832,1.705404,0.704304,0.446852,0.41992
19.726721,1.020311,1.294018,0.725864,0.34083,0.580689
18.714289,1.866432,1.621035,0.564287,0.284964,0.310409
18.539984,1.595968,1.620474,0.538387,0.278484,0.307958
19.403131,1.278421,1.359926,0.796642,0.453558,0.574903
19.462416,1.471178,1.912653,0.600935,0.254501,0.320833
19.750187,1.560736,1.689192,0.557068,0.461746,0.379808
19.239059,1.291256,1.807983,0.636709,0.325994,0.347562
19.254349,1.175175,1.692354,0.69376,0.337469,0.444222
19.151871,1.17234,1.951321,0.733456,0.433535,0.445868
19.345518,1.458252,1.535999,0.464073,0.309206,0.40835
17.051317,2.138493,1.23039,0.44298,0.426294,0.157918
17.609175,2.193062,1.312195,0.504112,0.307144,0.199432
20.317858,2.156698,1.716637,0.725679,0.480394,0.391019
18.828405,1.560499,1.71867,0.619102,0.442373,0.391492
20.321846,1.687061,1.602518,0.623734,0.380974,0.345706
20.580969,1.690212,1.349003,0.696493,0.292608,0.490104
19.782553,1.989811,1.753605,0.640837,0.446001,0.403076
20.232204,2.199362,1.939615,0.549141,0.412592,0.404237
19.007915,1.941906,1.691561,0.415047,0.495687,0.376218
17.994156,1.849922,1.24449,0.503977,0.370062,0.187336
19.841661,1.268505,1.928202,0.797504,0.334351,0.437287
19.776752,1.077906,1.679802,0.793125,0.398293,0.500943
19.314779,1.244413,1.64624,0.723616,0.365238,0.427197
17.465631,2.05184,1.215195,0.473679,0.344856,0.179213
18.050066,1.625135,1.621334,0.538486,0.395056,0.279717
19.422546,2.191273,1.624248,0.616858,0.372021,0.352582
18.631918,1.23197,1.557566,0.596344,0.407381,0.359717
18.198641,2.176914,1.468304,0.55131,0.376616,0.245539
18.197485,1.785065,1.45842,0.551096,0.34395,0.250858
17.955757,1.648865,1.795057,0.60528,0.363943,0.358576
17.493336,2.026789,1.293205,0.515514,0.443291,0.154818
19.017683,1.135143,1.981958,0.697344,0.421328,0.429017
16.904675,1.993076,1.311678,0.461481,0.330252,0.200387
17.920376,1.399223,1.472019,0.537148,0.319239,0.250545
18.960306,1.415848,1.795395,0.695614,0.458878,0.426245
18.880512,1.995998,1.765793,0.685244,0.413664,0.427006
18.039389,1.928642,1.505858,0.519407,0.350157,0.268887
18.133682,1.960497,1.47226,0.549337,0.355923,0.292926
19.714792,1.762226,1.744034,0.634953,0.400124,0.366098
17.522181,2.100948,1.21916,0.487822,0.285677,0.176622
19.412491,1.331146,1.284208,0.434824,0.201504,0.444165
18.306469,1.852549,1.761576,0.599485,0.373009,0.326504
20.306417,1.351843,1.476696,0.504309,0.361185,0.455107
20.250628,1.165771,1.552057,0.665052,0.426777,0.414936
17.979198,1.213703,1.394476,0.559071,0.38798,0.233066
17.523191,1.925652,1.333349,0.492607,0.34807,0.203662
20.150496,1.899893,1.829309,0.51861,0.379236,0.346352
18.424368,1.719471,1.727686,0.597212,0.376102,0.346969
19.324944,1.709326,1.731956,0.580727,0.398144,0.403359
19.576513,1.997206,1.526201,0.680243,0.396574,0.358527
17.536205,2.173481,1.207577,0.427845,0.349688,0.187302
20.270599,1.906553,1.69566,0.778492,0.482759,0.448968
18.559826,1.240427,1.739901,0.731199,0.359549,0.43427
19.217138,1.721882,1.828569,0.602081,0.257299,0.359163
18.964998,1.535887,1.562418,0.733259,0.490953,0.555485
17.752699,1.915104,1.800524,0.574902,0.393955,0.332772
18.666317,2.014757,1.819376,0.548695,0.419722,0.33314
19.203176,1.902845,1.737921,0.617851,0.346519,0.366768
17.714365,1.90011,1.383181,0.521481,0.322092,0.258295
19.198107,1.276165,1.654991,0.583347,0.478188,0.371579
20.05809,1.733005,1.773521,0.605801,0.407362,0.384921
19.960722,1.873568,1.353739,0.54999,0.411531,0.457074
19.932405,2.05298,1.684231,0.719341,0.469618,0.471547
19.928701,1.445326,1.761595,0.643772,0.316027,0.392703
20.050213,1.936293,1.222212,0.728765,0.388258,0.471787
18.561102,1.941486,1.217955,0.473507,0.367001,0.268495
19.569761,1.844616,1.569346,0.68132,0.408833,0.431668
19.766584,1.778925,1.510546,0.717867,0.378582,0.239912
19.633863,1.448906,1.715702,0.616503,0.339397,0.367851
19.243425,1.641798,1.741684,0.644756,0.392717,0.340935
19.266485,1.401607,1.766472,0.619419,0.416018,0.37685
20.457752,1.676529,1.758431,0.732994,0.426008,0.42628
17.985874,2.080065,1.42762,0.59203,0.370899,0.248028
18.204094,1.571455,1.506685,0.582329,0.354614,0.266386
17.3237,2.077948,1.271586,0.508821,0.336126,0.188495
18.242729,1.945869,1.822157,0.663324,0.388573,0.389809
17.935255,1.843887,1.482294,0.588593,0.310236,0.246998
18.061941,1.969601,1.445931,0.518013,0.330721,0.245936
19.091305,1.430046,1.94784,0.748547,0.399035,0.392371
18.984043,1.702694,1.792122,0.623014,0.446669,0.366778
18.031502,2.12615,1.731956,0.582474,0.454739,0.364098
19.104912,1.3878,1.927917,0.684025,0.447309,0.392753
20.415831,1.791924,1.455519,0.761522,0.346937,0.473255
17.693058,1.64789,1.521362,0.63077,0.409323,0.283808
18.610197,1.525269,1.715939,0.674067,0.420151,0.345473
17.878088,1.935915,1.430706,0.523643,0.32513,0.218572
16.799316,2.071779,1.220741,0.467781,0.364851,0.174577
19.89039,1.239988,1.34264,0.731836,0.417727,0.564327
20.39761,1.290176,1.453632,0.606461,0.400883,0.356799
20.460623,1.40843,1.702209,0.618713,0.420269,0.357886
19.415169,1.253281,1.216593,0.797153,0.397005,0.518475
20.088709,1.163473,1.35457,0.668562,0.344963,0.358298
20.389164,1.737802,1.208536,0.671959,0.344124,0.526796
20.28371,2.141828,1.750263,0.705446,0.396898,0.473979
20.348642,1.897907,1.67474,0.736174,0.272278,0.400077
18.982506,1.404619,1.753433,0.579126,0.402758,0.325108
19.475187,1.454473,1.540209,0.678427,0.490225,0.454049
17.701992,1.68005,1.618351,0.607582,0.40449,0.345314
19.180845,1.572832,1.820887,0.745676,0.440218,0.430218
17.813047,1.725265,1.442137,0.506334,0.384348,0.243642
18.521149,2.081593,1.608439,0.615776,0.342659,0.323767
19.007524,1.506365,1.688833,0.640266,0.327814,0.368467
18.852551,1.017244,1.581955,0.621838,0.390364,0.368533
17.551041,1.521065,1.428795,0.558687,0.338863,0.245972
18.77145,1.366451,1.672869,0.573687,0.421314,0.363167
18.194109,1.410753,1.751885,0.609989,0.365894,0.359214
18.628279,1.96611,1.567327,0.67277,0.380188,0.391991
18.485432,1.624447,1.545847,0.543049,0.273558,0.2856
16.554214,2.167545,1.226896,0.4715,0.341134,0.185084
19.887833,1.523754,1.664028,0.764006,0.454575,0.443087
18.880896,1.572546,1.728718,0.626583,0.417873,0.401564
18.220181,1.58725,1.632162,0.571693,0.364119,0.328119
17.822123,1.885857,1.484467,0.49744,0.410353,0.245124
18.675385,1.722965,1.655359,0.519203,0.292118,0.378353
17.996378,2.12035,1.663021,0.60557,0.330057,0.320926
17.371647,1.752501,1.341127,0.553549,0.407164,0.232265
19.964331,1.012148,1.224382,0.78072,0.442671,0.675087
17.660454,1.918581,1.397062,0.493797,0.340088,0.235709
19.435684,1.928022,1.646044,0.705452,0.474131,0.413319
19.072958,1.46386,1.662392,0.61359,0.399603,0.41528
18.408144,1.558445,1.613907,0.587086,0.380035,0.322387
18.132275,1.910717,1.40637,0.521824,0.329094,0.249956
18.745447,2.007421,1.468802,0.61515,0.440544,0.295672
18.810526,2.094128,1.701719,0.622381,0.432507,0.371145
18.186903,1.888107,1.406849,0.551874,0.379168,0.230464
17.485695,2.129444,1.382113,0.503105,0.304012,0.262544
20.315535,2.056242,1.2309,0.710711,0.479229,0.477701
18.575396,1.977846,1.66621,0.573677,0.340717,0.353907
20.173449,1.76374,1.671984,0.763161,0.303293,0.416372
17.590887,2.111118,1.649347,0.552759,0.326288,0.304827
17.729208,1.50909,1.253363,0.511435,0.369835,0.185492
18.846735,1.729742,1.747898,0.629175,0.295761,0.351848
17.26976,2.006748,1.420681,0.519176,0.351093,0.247683
18.576138,1.579081,1.659248,0.693996,0.483038,0.32429
19.221184,1.964781,1.677883,0.638884,0.267084,0.320036
18.582169,1.737764,1.6343,0.590258,0.378201,0.329634
18.635574,1.480949,1.837255,0.705351,0.454176,0.416804
19.013113,1.657755,1.768358,0.639463,0.34502,0.330178
17.054312,2.081848,1.268526,0.472755,0.368196,0.181142
18.237803,1.230181,1.504246,0.597441,0.383898,0.32323
18.039265,2.163319,1.443769,0.517742,0.348089,0.247632
19.06864,1.795826,1.636394,0.711983,0.44739,0.449358
17.863205,1.993395,1.374773,0.519773,0.397203,0.222515
16.725836,2.087608,1.279726,0.482365,0.401099,0.174364
17.530525,1.74449,1.247828,0.478926,0.341337,0.170438
18.929749,2.14295,1.733767,0.565727,0.417259,0.347158
19.339643,1.59589,1.781719,0.614862,0.256294,0.345547
19.83094,1.685661,1.676666,0.738834,0.393002,0.429992
19.187214,1.717773,1.729845,0.612162,0.405682,0.379655
18.64308,1.850313,1.724722,0.550539,0.388191,0.34785
19.865967,1.4664,1.676191,0.763424,0.46596,0.435736
18.852646,1.301119,1.670017,0.557978,0.350239,0.345816
19.161749,1.667822,1.695747,0.661579,0.400503,0.363959
17.995707,2.165573,1.515484,0.646187,0.440065,0.276202
17.908613,1.83366,1.372547,0.526289,0.348034,0.240938
20.111549,1.628832,1.595922,0.791258,0.412598,0.405133
18.974527,2.09659,1.777575,0.668623,0.373322,0.421232
16.755125,1.776255,1.2638,0.467197,0.369831,0.190177
17.906874,1.921841,1.413139,0.552479,0.304161,0.277019
19.076097,1.396578,1.669842,0.651663,0.299404,0.370026
18.490152,1.933105,1.560415,0.577948,0.364035,0.297872
19.213934,1.150587,1.741943,0.711048,0.29351,0.396982
16.886204,1.967917,1.251223,0.471531,0.33395,0.180151
19.143736,1.71273,1.758564,0.58312,0.400822,0.350603
19.024982,1.800096,1.658539,0.668074,0.332428,0.403639
18.652884,1.561583,1.722206,0.653812,0.468313,0.391256
17.737019,2.170402,1.32571,0.507259,0.36149,0.198852
17.545597,2.105675,1.238163,0.446247,0.274118,0.235732
17.859688,1.803848,1.453274,0.538105,0.354811,0.232537
18.290947,1.863503,1.402674,0.569351,0.329807,0.248081
18.192026,1.98382,1.417156,0.54159,0.331963,0.218785
18.920715,1.97315,1.742897,0.608759,0.394072,0.352239
19.303825,2.000454,1.776792,0.770639,0.43395,0.443702
18.440931,1.596779,1.830759,0.637506,0.372673,0.395153
19.574236,2.041843,1.48172,0.78297,0.472818,0.596153
20.085766,1.785151,1.30007,0.728651,0.429129,0.545165
19.206781,1.092537,1.788126,0.792141,0.390881,0.447846
18.526447,2.010199,1.75642,0.679018,0.477242,0.305974
18.685665,1.918785,1.77309,0.590803,0.395361,0.363519
18.536549,1.441482,1.812485,0.607552,0.34973,0.363331
18.914478,2.085852,1.674202,0.569582,0.34025,0.343686
19.445709,2.181643,1.843437,0.621449,0.39382,0.411668
18.781139,1.854557,1.617336,0.653959,0.346865,0.394713
18.241772,2.160603,1.694281,0.587887,0.310753,0.332233
18.894657,1.667862,1.681849,0.583424,0.387079,0.341587
18.151484,2.128355,1.686174,0.567348,0.391809,0.340658
18.630922,1.638668,1.52595,0.583288,0.313807,0.278443
18.535948,1.894442,1.584423,0.609476,0.313456,0.337365
17.729053,1.741877,1.442404,0.507595,0.300571,0.225314
20.424637,1.297886,1.440218,0.7859,0.381554,0.480863
17.87199,1.628616,1.288097,0.504028,0.433605,0.263275
17.25016,1.910555,1.202574,0.495331,0.332777,0.208637
19.314022,1.886555,1.839592,0.609028,0.313101,0.36179
19.10409,2.039978,1.731556,0.620226,0.333344,0.328597
19.876034,1.964581,1.712692,0.785112,0.377087,0.445453
18.826649,1.785702,1.602627,0.637547,0.301956,0.313972
18.32032,1.950714,1.492182,0.521011,0.359131,0.22578
18.571938,1.803848,1.504631,0.578861,0.349276,0.288151
19.028912,1.816233,1.893682,0.590815,0.357798,0.35117
20.18821,1.254089,1.300615,0.737595,0.44665,0.528462
18.234713,1.403383,1.600126,0.567797,0.345253,0.314791
17.426916,2.059712,1.275427,0.493702,0.327143,0.215549
17.524412,1.938904,1.354979,0.528528,0.348194,0.223431
19.185108,1.709095,1.809357,0.754198,0.403259,0.419261
18.009909,1.847477,1.515509,0.527916,0.351587,0.324301
19.068071,1.899479,1.661165,0.610807,0.373848,0.352607
18.027363,1.634319,1.528589,0.560059,0.290941,0.308371
17.861917,2.173691,1.480617,0.521721,0.290421,0.257722
17.9447,1.94125,1.270733,0.572994,0.360811,0.188708
19.860802,1.807432,1.592726,0.753096,0.459028,0.437128
18.124119,2.03463,1.487307,0.543911,0.341459,0.236392
18.38689,1.883776,1.551187,0.58671,0.33312,0.282302
18.582729,1.631651,1.582554,0.552179,0.360117,0.284485
17.754393,2.004303,1.658737,0.609684,0.409336,0.372033
19.474506,1.190727,1.749168,0.638344,0.394648,0.37345
19.538879,1.298506,1.940521,0.658709,0.335611,0.402693
17.839958,2.043446,1.341614,0.532949,0.303875,0.251721
19.225908,1.879791,1.731154,0.672541,0.38381,0.373139
18.870508,1.842512,1.633501,0.588264,0.400803,0.326104
19.081915,1.738833,1.874594,0.662376,0.444168,0.431032
17.750456,1.813013,1.447424,0.546892,0.318516,0.251692
19.05372,2.137974,1.788902,0.574844,0.356583,0.344465
18.967617,1.539707,1.627167,0.625145,0.422709,0.367489
17.595118,2.017153,1.270277,0.465099,0.34655,0.205152
20.1408,1.358805,1.780603,0.775787,0.458773,0.507795
19.368372,1.948828,1.771391,0.636269,0.425592,0.340705
19.430605,1.720141,1.747213,0.749199,0.433321,0.465854
18.680061,1.422546,1.589386,0.566658,0.452724,0.347422
18.873837,1.577995,1.707365,0.575739,0.3792,0.364211
19.228588,1.330675,1.763586,0.699888,0.428293,0.417608
17.258869,1.834494,1.347816,0.482327,0.326805,0.20888
19.088778,1.803675,1.773869,0.657244,0.433146,0.405201
18.256716,1.988108,1.618376,0.596977,0.413073,0.29613
20.008406,2.194559,1.636696,0.791143,0.436289,0.457753
18.163742,2.085188,1.497101,0.517921,0.360111,0.316025
17.985342,2.140673,1.409147,0.511801,0.372189,0.246162
20.24519,1.609592,1.664173,0.788633,0.205875,0.451745
19.877287,2.194502,1.845251,0.709948,0.315214,0.451596
18.63829,1.570976,1.605949,0.534664,0.399263,0.309492
18.863697,1.560213,1.617304,0.591673,0.359964,0.345029
19.283569,1.701141,1.771652,0.633778,0.379986,0.379884
19.113558,1.946384,1.667158,0.626732,0.382929,0.345011
18.468786,1.116018,1.521496,0.56106,0.281513,0.325815
18.875053,2.046558,1.731365,0.605728,0.286449,0.353609
19.514664,1.520826,1.831265,0.622601,0.38051,0.351996
17.065584,2.184378,1.305773,0.479357,0.360086,0.200997
17.694117,2.104849,1.4149,0.536974,0.328247,0.291216
18.919851,2.108913,1.63645,0.603533,0.334391,0.348063
17.386408,1.989437,1.409204,0.522144,0.325226,0.231146
17.268927,2.19285,1.301384,0.476364,0.329197,0.207307
17.900183,1.965323,1.465891,0.565447,0.422405,0.219336
19.027523,1.456806,1.729393,0.564838,0.406652,0.326989
18.656176,2.007362,1.612289,0.593845,0.398647,0.32877
20.248455,1.06642,1.584871,0.349342,0.331297,0.380606
17.373365,1.881111,1.322281,0.476456,0.332462,0.223835
17.513475,2.102823,1.330095,0.513296,0.340498,0.20575
19.005772,2.143492,1.794149,0.636375,0.412512,0.333732
19.389906,1.977983,1.604332,0.581987,0.375872,0.316291
19.309538,1.968574,1.621347,0.537439,0.372974,0.321606
19.836309,1.012714,1.674923,0.778522,0.484426,0.500385
18.34565,1.892792,1.556528,0.56922,0.302889,0.257982
18.202946,1.931633,1.420765,0.543518,0.328482,0.25602
18.846195,1.976492,1.427668,0.497938,0.338634,0.258658
18.786339,1.322241,1.505396,0.626492,0.421854,0.263754
18.509315,2.145477,1.626427,0.588362,0.345127,0.283173
17.64823,1.619522,1.454363,0.529869,0.357418,0.281578
18.128784,1.619202,1.47348,0.591614,0.365398,0.282489
17.876785,1.590685,1.384878,0.535992,0.422712,0.280128
19.578024,1.276325,1.908772,0.73303,0.390747,0.443872
18.006075,2.109877,1.407127,0.528358,0.377298,0.234372
18.909967,1.72953,1.667582,0.59379,0.404684,0.360241
18.918859,1.973139,1.800426,0.630186,0.346102,0.3642
19.270493,1.94385,1.629291,0.705101,0.391773,0.477448
17.665352,1.997749,1.223795,0.480738,0.366903,0.191754
19.307259,1.771494,1.763132,0.690773,0.477732,0.411341
17.910099,1.877945,1.331743,0.552952,0.443565,0.19783
18.761385,1.879217,1.753595,0.61772,0.412857,0.33885
20.238726,1.685156,1.247591,0.769711,0.388521,0.667097
17.110552,1.9459,1.299179,0.486458,0.360907,0.198578
18.915724,2.106537,1.683067,0.57164,0.387264,0.338836
17.448034,1.964449,1.218948,0.492373,0.349342,0.175292
17.513147,2.140884,1.238031,0.527121,0.423235,0.176297
17.068447,1.830349,1.35117,0.481609,0.344175,0.211594
17.704765,1.786682,1.236368,0.438444,0.332693,0.197254
18.870913,1.831408,1.573322,0.624245,0.362429,0.406355
17.687933,1.970234,1.293577,0.505449,0.381512,0.198534
17.827114,2.004299,1.311811,0.455256,0.378227,0.191989
17.854645,1.931864,1.303675,0.534369,0.382792,0.196042
19.159336,1.493727,1.809359,0.564241,0.416786,0.351894
18.812241,1.75202,1.660074,0.654329,0.31274,0.299866
18.115877,2.041765,1.468132,0.538662,0.271776,0.264527
17.803139,1.709907,1.347864,0.492828,0.353765,0.230054
18.95789,2.077616,1.764856,0.581169,0.344076,0.336964
20.336824,2.150396,1.684528,0.770981,0.414103,0.415713
17.743389,1.96306,1.402462,0.512016,0.321653,0.232311
20.188213,1.636833,1.395481,0.776493,0.351204,0.475813
19.489283,1.535305,1.712084,0.725737,0.429695,0.410633
18.771441,1.36693,1.768785,0.664385,0.451006,0.408248
19.293121,1.453529,1.776329,0.680233,0.404219,0.388022
18.339819,1.707998,1.491703,0.555521,0.363369,0.289495
17.695086,2.034327,1.328129,0.487257,0.337322,0.211014
18.613667,2.046827,1.672665,0.548363,0.330273,0.309757
18.827761,1.626978,1.700838,0.7829,0.346764,0.432958
17.251377,2.106594,1.287691,0.53581,0.46261,0.197325
16.296099,1.91575,1.255293,0.531881,0.209165,0.17816
17.975584,2.007404,1.366692,0.528357,0.330887,0.218807
17.452614,2.085772,1.236736,0.488758,0.34388,0.19111
18.927919,1.350426,1.556654,0.647831,0.408405,0.290205
19.599045,1.54911,1.716902,0.775017,0.453772,0.469232
18.532516,1.80415,1.641054,0.581467,0.44227,0.319795
19.133509,1.523754,1.817566,0.576336,0.308754,0.355086
18.87475,1.084263,1.642885,0.613819,0.326559,0.307266
19.185947,1.885332,1.807739,0.688364,0.418461,0.364139
19.515583,1.753866,1.542253,0.748667,0.441671,0.444519
18.231836,1.941727,1.681612,0.580984,0.332418,0.353652
19.768515,1.148939,1.519896,0.790758,0.348949,0.469884
17.721359,1.582563,1.330647,0.479429,0.345095,0.232516
18.050816,1.594231,1.584652,0.559332,0.437134,0.370835
19.220837,1.941727,1.739742,0.683548,0.460571,0.433333
18.354813,2.056236,1.504015,0.555435,0.369951,0.312064
18.498915,1.725185,1.699328,0.567564,0.265667,0.338746
18.277275,1.973,1.507296,0.500116,0.327946,0.236536
17.58534,2.148327,1.669809,0.606388,0.385006,0.331424
17.691378,1.822849,1.217407,0.500675,0.309872,0.185333
17.105553,2.059933,1.298613,0.473738,0.359104,0.21381
18.367027,1.810431,1.615513,0.524582,0.357752,0.338891
18.762182,1.955601,1.518532,0.594347,0.43218,0.316912
18.975861,1.277758,1.675402,0.6196,0.331823,0.359127
19.870567,1.224993,1.635933,0.75959,0.460617,0.490727
19.545118,1.400452,1.653383,0.761414,0.394228,0.424656
18.791718,1.150665,1.627863,0.681993,0.400228,0.422051
18.939749,2.081694,1.82378,0.706385,0.472799,0.424901
17.832739,2.013847,1.538671,0.54401,0.36031,0.261211
18.12919,1.468588,1.561798,0.597742,0.317385,0.331922
20.111254,1.029543,1.218582,0.780483,0.431034,0.512194
18.880285,2.058853,1.820162,0.655745,0.351545,0.362483
19.076454,1.603739,1.668522,0.648882,0.448742,0.419129
19.155798,1.771095,1.708117,0.661686,0.418495,0.367587
17.937868,1.704826,1.50449,0.563227,0.304108,0.277165
19.423967,1.202742,1.54361,0.499237,0.378424,0.272007
19.176285,1.995161,1.418549,0.590584,0.405186,0.310042
18.352402,1.943039,1.669968,0.569912,0.397764,0.314504
18.885702,1.886024,1.439079,0.48736,0.305439,0.274551
18.22328,2.006367,1.528242,0.567631,0.366493,0.280197
18.479364,2.006163,1.685146,0.616987,0.37952,0.337969
18.330664,1.553898,1.616474,0.576761,0.399912,0.352674
19.41062,2.013895,1.7808,0.623972,0.417162,0.354183
20.026125,1.238218,1.621489,0.568468,0.313927,0.406056
19.187477,2.047417,1.667034,0.651249,0.465195,0.392311
19.452211,2.166824,1.722567,0.660112,0.255825,0.320643
19.226204,1.486656,1.688442,0.562666,0.435043,0.323039
19.157536,2.026243,1.766541,0.64323,0.482618,0.3363
18.827,1.747761,1.719072,0.589737,0.459539,0.385148
18.076618,1.378891,1.753674,0.625029,0.384567,0.357102
18.942015,2.047556,1.65023,0.609865,0.425316,0.338346
18.988106,1.940529,1.659369,0.60655,0.346163,0.375864
18.97344,1.874098,1.707523,0.620941,0.341564,0.341374
19.732542,2.016785,1.755264,0.604925,0.351234,0.377132
18.132549,2.123531,1.414883,0.565437,0.285593,0.220726
17.629593,1.784386,1.216776,0.524233,0.298357,0.223615
19.023972,2.137442,1.761698,0.64348,0.38254,0.335664
18.160183,1.312969,1.534481,0.622334,0.436831,0.338146
18.122248,2.102385,1.513926,0.572165,0.348213,0.271028
17.410454,2.157114,1.339271,0.543253,0.376577,0.197652
17.093256,1.870699,1.390745,0.546795,0.355755,0.236288
19.47546,1.603859,1.748754,0.722404,0.390085,0.418013
18.754292,1.768236,1.647146,0.598516,0.3682,0.311966
18.852835,1.944405,1.728044,0.586605,0.358454,0.335579
20.089687,1.237965,1.489208,0.742996,0.277975,0.460753
18.844378,1.916805,1.805441,0.528381,0.285093,0.332257
19.300804,1.491522,1.714762,0.663057,0.426512,0.420941
17.550936,2.154552,1.364847,0.586098,0.381153,0.298774
17.846409,1.617357,1.307766,0.525093,0.322483,0.241423
18.655182,2.021149,1.547667,0.5909,0.438101,0.278437
19.548208,1.348204,1.791529,0.79195,0.27076,0.432605
19.026291,1.855839,1.690884,0.731987,0.440536,0.426215
17.528551,1.992712,1.314146,0.534918,0.361876,0.202103
18.319626,2.046093,1.646906,0.564112,0.338198,0.287892
18.938963,1.528616,1.841232,0.6681,0.388113,0.341628
18.713531,1.229849,1.592749,0.622669,0.390434,0.32654
20.196058,1.273886,1.615517,0.758156,0.393824,0.439626
18.086193,1.94824,1.440493,0.54599,0.324524,0.270943
19.400234,1.503626,1.357287,0.725264,0.447845,0.295283
19.362234,1.817274,1.857021,0.680222,0.34783,0.432572
17.394106,2.157017,1.490574,0.593737,0.383287,0.265414
19.511744,1.944796,1.69297,0.759691,0.394142,0.449006
18.250141,2.12578,1.349195,0.517897,0.313635,0.219444
18.336472,1.731892,1.340109,0.477228,0.324415,0.219915
17.451715,2.089861,1.45632,0.518188,0.313856,0.247655
17.845245,1.845087,1.443294,0.539944,0.329466,0.248159
